사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
Jan-19,2호선,244,용답,2 ,0 ,2446 ,239 ,3160 ,1067 ,7965 ,1570 ,14989 ,2974 ,6952 ,1856 ,4703 ,1946 ,4006 ,2193 ,4392 ,2745 ,4683 ,3146 ,4069 ,3430 ,3864 ,4552 ,3990 ,5670 ,3776 ,6530 ,3892 ,10820 ,2493 ,8581 ,1667 ,5467 ,1224 ,6068 ,1071 ,5685 ,487 ,3965 ,80 ,1226 ,0 ,4 ,0 ,0 ,0 ,0 
Jan-19,2호선,245,신답,3 ,0 ,961 ,93 ,1828 ,559 ,6917 ,1056 ,11131 ,2084 ,4188 ,1171 ,2512 ,1399 ,2198 ,1422 ,2341 ,1567 ,2337 ,1756 ,2103 ,1868 ,1934 ,2591 ,2117 ,3481 ,2150 ,3891 ,2394 ,9195 ,1437 ,8020 ,841 ,3694 ,615 ,4042 ,474 ,3116 ,185 ,2367 ,39 ,662 ,0 ,10 ,0 ,0 ,0 ,0 
Jan-19,2호선,246,신설동,16 ,0 ,1022 ,570 ,1359 ,2294 ,3353 ,6880 ,6046 ,18082 ,4261 ,14385 ,4978 ,9915 ,6677 ,9647 ,8238 ,9667 ,9600 ,10003 ,10984 ,9263 ,12781 ,7946 ,13341 ,6666 ,15033 ,6802 ,21314 ,6767 ,8097 ,5390 ,4829 ,3607 ,4149 ,3281 ,3140 ,3136 ,1012 ,2355 ,172 ,864 ,0 ,115 ,0 ,0 ,0 ,0 
Jan-19,2호선,247,도림천,0 ,0 ,452 ,411 ,1103 ,716 ,3160 ,2946 ,3417 ,6015 ,2126 ,2223 ,1804 ,1383 ,1593 ,1214 ,2131 ,1925 ,1615 ,1279 ,2104 ,1584 ,2089 ,1588 ,2127 ,1884 ,2765 ,2192 ,3789 ,3082 ,1968 ,2986 ,1228 ,1800 ,844 ,1640 ,439 ,1389 ,215 ,1169 ,37 ,406 ,1 ,8 ,0 ,0 ,0 ,0 
Jan-19,2호선,248,양천구청,32 ,1 ,4446 ,1103 ,11485 ,1847 ,32301 ,4857 ,31129 ,10250 ,18162 ,6274 ,12884 ,5642 ,12390 ,5650 ,11786 ,7115 ,11166 ,8892 ,9493 ,9335 ,8792 ,11307 ,9574 ,13709 ,11141 ,17675 ,10869 ,27863 ,4771 ,28194 ,3141 ,16394 ,2666 ,15387 ,2590 ,14191 ,952 ,11436 ,178 ,3912 ,0 ,44 ,0 ,0 ,0 ,0 
Jan-19,2호선,249,신정네거리,17 ,2 ,8346 ,1720 ,13140 ,5446 ,43628 ,4368 ,42708 ,12130 ,24574 ,9212 ,16810 ,7383 ,16011 ,8884 ,16168 ,9476 ,15055 ,11690 ,13226 ,12788 ,12521 ,15829 ,13719 ,19400 ,15741 ,26160 ,14582 ,40556 ,8304 ,38027 ,6041 ,21092 ,4992 ,20287 ,4170 ,18294 ,2016 ,13044 ,277 ,3685 ,2 ,211 ,0 ,0 ,0 ,0 
Jan-19,2호선,250,용두(동대문구청),9 ,0 ,935 ,134 ,1579 ,900 ,4860 ,2348 ,7986 ,7193 ,3987 ,3407 ,3450 ,3534 ,3769 ,4120 ,4430 ,4363 ,4819 ,5099 ,5267 ,5260 ,5486 ,5287 ,5593 ,4594 ,5932 ,4900 ,7026 ,7553 ,3268 ,6085 ,2158 ,3356 ,1747 ,3254 ,1319 ,2525 ,418 ,1920 ,87 ,645 ,0 ,16 ,1 ,1 ,0 ,0 
Jan-19,3호선,309,지축,0 ,1 ,264 ,498 ,1272 ,2812 ,3988 ,1664 ,4652 ,1674 ,3009 ,1050 ,2166 ,995 ,1835 ,1093 ,1984 ,1333 ,1726 ,1424 ,1538 ,1566 ,1759 ,2175 ,2339 ,2652 ,3051 ,2892 ,1406 ,4497 ,581 ,3606 ,357 ,2624 ,262 ,2268 ,137 ,1723 ,54 ,900 ,19 ,75 ,2 ,2 ,0 ,1 ,0 ,0 
Jan-19,3호선,310,구파발,112 ,5 ,9254 ,1300 ,28180 ,10121 ,91650 ,15431 ,92572 ,23219 ,45870 ,23683 ,31515 ,22251 ,28180 ,21384 ,29672 ,23603 ,29541 ,25045 ,27975 ,26005 ,29029 ,28516 ,34116 ,33369 ,36165 ,39843 ,33928 ,69941 ,21193 ,66774 ,16165 ,39088 ,15116 ,35168 ,12877 ,33525 ,3796 ,24079 ,737 ,8207 ,1 ,839 ,0 ,0 ,0 ,0 
Jan-19,3호선,311,연신내,278 ,13 ,26634 ,1837 ,51519 ,12537 ,148741 ,19568 ,188855 ,40039 ,103805 ,43807 ,70916 ,38958 ,66717 ,39287 ,73078 ,44430 ,70162 ,51131 ,63328 ,55741 ,61162 ,66508 ,65326 ,77739 ,66162 ,94900 ,62240 ,151406 ,43052 ,154835 ,33277 ,92125 ,32077 ,80803 ,28404 ,78581 ,15616 ,52465 ,2972 ,18400 ,1 ,28 ,0 ,0 ,0 ,0 
Jan-19,3호선,312,불광,47 ,4 ,9385 ,1303 ,20668 ,7131 ,58325 ,10332 ,75161 ,32526 ,40977 ,33506 ,30158 ,28910 ,27923 ,26361 ,29730 ,29481 ,32538 ,36273 ,31170 ,35051 ,32429 ,36897 ,34831 ,39960 ,35620 ,46469 ,38972 ,70049 ,22609 ,63204 ,17165 ,36976 ,16067 ,32870 ,12349 ,30548 ,5020 ,19589 ,817 ,6715 ,0 ,3 ,1 ,1 ,0 ,0 
Jan-19,3호선,313,녹번,12 ,2 ,7906 ,1614 ,18687 ,9783 ,55607 ,7642 ,69612 ,18370 ,38118 ,10909 ,24717 ,9772 ,21756 ,9508 ,20893 ,10664 ,20237 ,13080 ,18250 ,14304 ,16934 ,16883 ,18960 ,20767 ,22301 ,26366 ,22539 ,41822 ,10069 ,46403 ,7407 ,27748 ,6459 ,26011 ,4517 ,24066 ,2157 ,15577 ,303 ,4405 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,3호선,314,홍제,55 ,0 ,8777 ,1440 ,21723 ,7206 ,62354 ,11798 ,82466 ,27168 ,49786 ,20522 ,35672 ,18748 ,33376 ,19451 ,35156 ,22653 ,33385 ,24930 ,30377 ,26969 ,30062 ,32119 ,31032 ,36401 ,32773 ,43308 ,33274 ,62817 ,18004 ,61790 ,13612 ,37022 ,11586 ,33059 ,8325 ,32214 ,3705 ,20989 ,563 ,5939 ,0 ,1 ,0 ,0 ,0 ,0 
Jan-19,3호선,315,무악재,26 ,5 ,1949 ,183 ,4579 ,1620 ,14773 ,3140 ,18568 ,5035 ,10661 ,3453 ,8055 ,3381 ,7022 ,3988 ,6824 ,4111 ,6224 ,4846 ,5368 ,5521 ,5131 ,6555 ,5493 ,7346 ,6099 ,9043 ,7121 ,14042 ,3455 ,14348 ,2457 ,9216 ,2196 ,8330 ,1626 ,8304 ,689 ,5473 ,110 ,1823 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,3호선,316,독립문,129 ,3 ,5100 ,720 ,6167 ,4917 ,16297 ,10057 ,22470 ,21265 ,16749 ,17240 ,13464 ,16456 ,13876 ,12390 ,16458 ,12593 ,16095 ,14341 ,17137 ,13470 ,18021 ,13654 ,16507 ,14003 ,16683 ,16410 ,17549 ,19305 ,8649 ,17203 ,6253 ,10626 ,5432 ,9655 ,3731 ,9862 ,1282 ,6304 ,177 ,2860 ,1 ,942 ,0 ,0 ,0 ,0 
Jan-19,3호선,317,경복궁(정부서울청사),85 ,3 ,2516 ,1485 ,5371 ,13610 ,15231 ,39928 ,24959 ,132794 ,23576 ,72560 ,19786 ,50562 ,25815 ,49166 ,30534 ,47212 ,39157 ,51291 ,44632 ,44079 ,52768 ,39622 ,64137 ,35866 ,76012 ,34206 ,124543 ,40239 ,51702 ,27837 ,38909 ,15007 ,41011 ,13182 ,29385 ,12870 ,11539 ,7946 ,1820 ,2205 ,2 ,86 ,0 ,0 ,0 ,0 
Jan-19,3호선,318,안국,20 ,0 ,1991 ,2189 ,3332 ,18207 ,6464 ,92175 ,9838 ,120263 ,9973 ,72119 ,11809 ,51263 ,17556 ,54207 ,26171 ,49558 ,34245 ,48548 ,43798 ,44755 ,51192 ,36794 ,58204 ,31644 ,108315 ,28396 ,134428 ,28112 ,57274 ,15745 ,43989 ,8262 ,41377 ,6543 ,24867 ,6309 ,8525 ,3751 ,1122 ,1200 ,0 ,10 ,0 ,0 ,0 ,0 
Jan-19,3호선,319,종로3가,17 ,1 ,994 ,805 ,1353 ,5653 ,1992 ,13286 ,2998 ,55243 ,4887 ,55976 ,7837 ,40376 ,11275 ,34369 ,12870 ,35734 ,15755 ,36846 ,18319 ,35017 ,25592 ,32032 ,26504 ,27582 ,33743 ,25521 ,58442 ,26525 ,48580 ,16380 ,24322 ,6865 ,26171 ,5072 ,19925 ,4293 ,8663 ,2825 ,1166 ,1079 ,0 ,6 ,0 ,0 ,0 ,0 
Jan-19,3호선,320,을지로3가,54 ,7 ,941 ,1018 ,1385 ,7803 ,2337 ,31384 ,4050 ,86978 ,6381 ,44468 ,8874 ,22201 ,11234 ,19012 ,11422 ,16329 ,14519 ,18165 ,16529 ,16387 ,19317 ,15441 ,21139 ,14816 ,33512 ,15342 ,73959 ,18600 ,36688 ,11007 ,22316 ,4994 ,20950 ,3567 ,15781 ,3121 ,8207 ,2369 ,1490 ,608 ,2 ,25 ,0 ,0 ,0 ,0 
Jan-19,3호선,321,충무로,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,2 ,0 ,6 ,0 ,4 ,0 ,5 ,0 ,4 ,0 ,5 ,0 ,9 ,0 ,5 ,0 ,0 ,0 ,3 ,0 ,7 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,3호선,322,동대입구,21 ,0 ,1620 ,1265 ,2578 ,7775 ,5340 ,19429 ,9773 ,60879 ,8389 ,35941 ,7637 ,26276 ,9733 ,25251 ,13167 ,19875 ,16080 ,20819 ,15667 ,18511 ,17292 ,15760 ,22728 ,13950 ,39464 ,16365 ,49389 ,20612 ,24685 ,11653 ,28113 ,6411 ,18535 ,6215 ,13917 ,5477 ,4933 ,4295 ,684 ,1364 ,1 ,120 ,0 ,0 ,0 ,0 
Jan-19,3호선,323,약수,126 ,23 ,5976 ,1035 ,10309 ,5308 ,25921 ,10509 ,46970 ,38813 ,31562 ,27721 ,22187 ,18485 ,21474 ,17853 ,24369 ,18015 ,25164 ,19549 ,23291 ,20780 ,23454 ,21913 ,23873 ,25151 ,28578 ,31149 ,40860 ,45810 ,23410 ,36421 ,18029 ,22392 ,17713 ,21130 ,14712 ,20314 ,6971 ,13414 ,1103 ,4938 ,3 ,736 ,1 ,0 ,0 ,0 
Jan-19,3호선,324,금호,32 ,4 ,4183 ,481 ,10287 ,3072 ,27033 ,4493 ,43963 ,8585 ,27513 ,7623 ,17267 ,7072 ,15641 ,7359 ,14826 ,9203 ,14921 ,10738 ,12306 ,11741 ,11826 ,13928 ,11975 ,16391 ,13421 ,21434 ,13477 ,33001 ,8797 ,27314 ,5991 ,18268 ,5388 ,16557 ,3928 ,15894 ,1972 ,9648 ,342 ,2944 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,3호선,325,옥수,131 ,3 ,2949 ,896 ,8846 ,3868 ,24997 ,7127 ,38366 ,16780 ,25816 ,12792 ,17943 ,9400 ,17169 ,10735 ,16904 ,12381 ,17965 ,14364 ,15698 ,14572 ,15183 ,17246 ,16078 ,19608 ,19003 ,25308 ,19931 ,37106 ,12451 ,31953 ,8966 ,20593 ,8576 ,19398 ,6365 ,19272 ,2835 ,10701 ,486 ,3034 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,3호선,326,압구정,83 ,1 ,3207 ,2344 ,8534 ,27789 ,17015 ,51523 ,30539 ,167436 ,22844 ,175147 ,27330 ,86951 ,37285 ,76455 ,45870 ,61422 ,51442 ,68390 ,61441 ,62514 ,70926 ,58730 ,79272 ,56612 ,98471 ,61931 ,157215 ,71872 ,117409 ,48609 ,88169 ,21093 ,64339 ,16859 ,49782 ,14239 ,17114 ,8724 ,2373 ,3308 ,4 ,455 ,0 ,0 ,0 ,0 
Jan-19,3호선,327,신사,69 ,6 ,5610 ,1660 ,8104 ,20184 ,13731 ,46682 ,23004 ,129472 ,19430 ,152292 ,21722 ,80979 ,27867 ,59882 ,35051 ,63839 ,42644 ,70802 ,51817 ,67480 ,62313 ,62848 ,71452 ,61649 ,96569 ,67078 ,163953 ,91917 ,119916 ,63383 ,79863 ,26912 ,87155 ,18744 ,77648 ,15190 ,33651 ,12131 ,4761 ,4811 ,0 ,5 ,0 ,0 ,0 ,0 
Jan-19,3호선,328,잠원,9 ,0 ,1581 ,730 ,5883 ,5104 ,16790 ,7411 ,26743 ,11178 ,16132 ,8199 ,10943 ,5831 ,11120 ,6354 ,11236 ,7907 ,10550 ,8917 ,9888 ,8872 ,10453 ,9642 ,11059 ,10383 ,13880 ,13909 ,13629 ,20392 ,7940 ,17208 ,4994 ,10792 ,4720 ,10937 ,3476 ,12633 ,1121 ,6879 ,157 ,2113 ,0 ,2 ,0 ,0 ,0 ,0 
Jan-19,3호선,329,고속터미널,137 ,3 ,6430 ,4413 ,7964 ,35471 ,28669 ,53869 ,55650 ,92812 ,65524 ,113812 ,71952 ,103885 ,87050 ,129568 ,106291 ,121375 ,117656 ,120403 ,124691 ,130477 ,141237 ,138920 ,154708 ,138372 ,177813 ,144557 ,174039 ,162309 ,154902 ,113050 ,168107 ,64597 ,115798 ,48805 ,75663 ,36790 ,27562 ,19900 ,2920 ,3433 ,0 ,10 ,0 ,0 ,0 ,0 
Jan-19,3호선,330,교대(법원.검찰청),15 ,0 ,1244 ,622 ,3407 ,6124 ,8261 ,19216 ,13086 ,55765 ,11202 ,39531 ,12677 ,19398 ,16713 ,14501 ,17800 ,14441 ,23316 ,14742 ,27501 ,14089 ,28419 ,12658 ,30481 ,12391 ,42893 ,15298 ,75838 ,22324 ,33846 ,14732 ,27455 ,6391 ,30891 ,5055 ,31171 ,4383 ,11407 ,2866 ,1868 ,1171 ,0 ,1 ,0 ,0 ,0 ,0 
Jan-19,3호선,331,남부터미널(예술의전당),47 ,1 ,2871 ,1108 ,8708 ,25144 ,27157 ,61131 ,49439 ,200519 ,43568 ,95206 ,45186 ,60187 ,51966 ,52883 ,53291 ,54185 ,58919 ,63182 ,58299 ,63845 ,63990 ,62735 ,71185 ,65070 ,103392 ,69515 ,181988 ,82392 ,89982 ,62545 ,61705 ,32427 ,54920 ,27470 ,46974 ,21325 ,17019 ,11867 ,1944 ,3335 ,1 ,1 ,1 ,0 ,0 ,0 
Jan-19,3호선,332,양재(서초구청),150 ,1 ,5957 ,2861 ,14674 ,37571 ,36344 ,102170 ,52452 ,278573 ,38334 ,149240 ,36832 ,71515 ,41560 ,61336 ,47438 ,55894 ,57951 ,61809 ,61833 ,55537 ,69050 ,53747 ,76785 ,52240 ,123525 ,69210 ,231334 ,94111 ,117952 ,67995 ,78562 ,38687 ,79635 ,33536 ,58227 ,29579 ,21679 ,17743 ,2429 ,5211 ,1 ,58 ,1 ,1 ,0 ,0 
Jan-19,3호선,333,매봉,6 ,1 ,1376 ,589 ,5939 ,10065 ,15093 ,19643 ,21204 ,78321 ,14450 ,36744 ,12754 ,16241 ,13280 ,15129 ,13850 ,13641 ,15401 ,13088 ,17661 ,13309 ,19274 ,12900 ,21229 ,13501 ,32305 ,16497 ,67165 ,22875 ,28601 ,18179 ,17198 ,10251 ,18722 ,9279 ,12815 ,9114 ,4406 ,5709 ,505 ,1647 ,0 ,121 ,0 ,1 ,0 ,0 
Jan-19,3호선,334,도곡,35 ,3 ,1118 ,233 ,3317 ,4164 ,8325 ,11109 ,11849 ,24057 ,8297 ,21190 ,6652 ,9281 ,7613 ,9249 ,8247 ,8801 ,9384 ,9723 ,9707 ,8114 ,10650 ,7634 ,13033 ,7827 ,17969 ,8795 ,23126 ,11104 ,12085 ,9433 ,7676 ,5770 ,7225 ,5586 ,5550 ,5445 ,1811 ,3258 ,247 ,2007 ,4 ,390 ,0 ,0 ,0 ,0 
Jan-19,3호선,335,대치,12 ,0 ,2554 ,815 ,12416 ,8142 ,25900 ,17604 ,29483 ,31110 ,17935 ,27057 ,14536 ,17316 ,15737 ,16332 ,20045 ,21682 ,20915 ,24317 ,18820 ,19914 ,22277 ,20820 ,23647 ,23955 ,34869 ,30124 ,33375 ,31198 ,24719 ,26078 ,15021 ,15745 ,18851 ,15098 ,36051 ,15420 ,4598 ,9470 ,783 ,3219 ,2 ,2 ,0 ,0 ,0 ,0 
Jan-19,3호선,336,학여울,14 ,0 ,495 ,266 ,1432 ,1689 ,3695 ,3145 ,4781 ,8243 ,3456 ,6528 ,2774 ,5179 ,3696 ,5097 ,4751 ,5537 ,5688 ,5901 ,5765 ,5616 ,7086 ,4899 ,7190 ,3913 ,7866 ,3598 ,8807 ,4390 ,3424 ,3803 ,2168 ,2538 ,1975 ,2323 ,1371 ,2365 ,438 ,1558 ,79 ,564 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,3호선,337,대청,39 ,1 ,3514 ,1132 ,9623 ,6247 ,25425 ,11628 ,34563 ,28654 ,19688 ,12661 ,15111 ,8317 ,15036 ,8297 ,14637 ,9842 ,15449 ,11286 ,14333 ,11560 ,15573 ,13490 ,19678 ,14350 ,24246 ,18069 ,30269 ,26637 ,13003 ,25010 ,10007 ,15799 ,8854 ,15610 ,5893 ,16774 ,2364 ,10147 ,426 ,3557 ,0 ,6 ,0 ,0 ,0 ,0 
Jan-19,3호선,338,일원,3 ,0 ,2006 ,1308 ,8003 ,7858 ,21481 ,22804 ,24227 ,23620 ,17479 ,21557 ,17507 ,19737 ,20138 ,15469 ,19993 ,16889 ,18521 ,19319 ,19721 ,17623 ,21404 ,15438 ,24296 ,13849 ,31476 ,16251 ,18314 ,21700 ,10221 ,20225 ,8553 ,12429 ,5159 ,12003 ,3627 ,12620 ,1478 ,6598 ,184 ,2124 ,0 ,40 ,0 ,0 ,0 ,0 
Jan-19,3호선,339,수서,119 ,1 ,4806 ,1938 ,12142 ,14618 ,38038 ,26547 ,49010 ,57589 ,34452 ,35046 ,33811 ,23477 ,27875 ,19316 ,33284 ,24548 ,32741 ,24164 ,25507 ,25314 ,32954 ,29235 ,35859 ,32781 ,42052 ,38961 ,60020 ,54077 ,28168 ,46819 ,25414 ,30939 ,17995 ,25750 ,16926 ,26854 ,8144 ,11543 ,807 ,5233 ,2 ,342 ,0 ,0 ,0 ,0 
Jan-19,3호선,340,가락시장,18 ,0 ,2557 ,694 ,7234 ,5053 ,22032 ,9875 ,28073 ,34602 ,19425 ,16486 ,16487 ,11823 ,17198 ,13315 ,17001 ,13966 ,17446 ,15010 ,17163 ,15834 ,18244 ,17706 ,19285 ,17995 ,21531 ,22603 ,34994 ,30417 ,15768 ,24963 ,12467 ,15030 ,12469 ,13855 ,9056 ,13624 ,4018 ,8629 ,507 ,2373 ,2 ,47 ,0 ,0 ,0 ,0 
Jan-19,3호선,341,경찰병원,22 ,2 ,2581 ,302 ,7506 ,2839 ,23508 ,8157 ,30246 ,34311 ,17874 ,16814 ,13229 ,10747 ,12685 ,7982 ,11052 ,9352 ,12079 ,12029 ,12844 ,11801 ,12794 ,11143 ,13078 ,11394 ,16974 ,15479 ,25311 ,23192 ,10103 ,21505 ,7381 ,12788 ,6801 ,11315 ,4430 ,11631 ,1740 ,7620 ,215 ,2012 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,3호선,342,오금,23 ,0 ,3319 ,4 ,7364 ,2001 ,26639 ,5673 ,36519 ,16364 ,18411 ,6637 ,11013 ,5830 ,9805 ,5103 ,10014 ,5927 ,10311 ,7089 ,8268 ,7228 ,7846 ,8875 ,8980 ,10492 ,12322 ,13444 ,16205 ,22259 ,6482 ,19216 ,4682 ,13270 ,4580 ,12276 ,3873 ,13163 ,1347 ,8079 ,139 ,2659 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,4호선,409,당고개,37 ,1 ,8264 ,16 ,16626 ,6621 ,49477 ,7932 ,53766 ,13360 ,34310 ,13516 ,25270 ,12989 ,22346 ,11247 ,22192 ,13520 ,22091 ,15020 ,20142 ,16350 ,18726 ,19838 ,18415 ,23720 ,19455 ,27435 ,18534 ,37499 ,12472 ,38804 ,7805 ,27645 ,6254 ,24695 ,4864 ,23858 ,2279 ,17722 ,417 ,6304 ,0 ,626 ,0 ,0 ,0 ,0 
Jan-19,4호선,410,상계,78 ,3 ,13252 ,163 ,35342 ,7998 ,101709 ,10012 ,92847 ,20978 ,51944 ,18948 ,37196 ,15571 ,32611 ,17126 ,35157 ,21109 ,32703 ,23416 ,28181 ,24395 ,26382 ,28692 ,27084 ,35099 ,29065 ,44454 ,28361 ,66173 ,18808 ,72687 ,12945 ,45783 ,11953 ,40710 ,12763 ,38695 ,4808 ,30622 ,660 ,9279 ,3 ,1001 ,0 ,0 ,0 ,0 
Jan-19,4호선,411,노원,100 ,3 ,12599 ,599 ,26377 ,9016 ,59128 ,11677 ,65929 ,34558 ,37587 ,38698 ,32002 ,28057 ,31125 ,26798 ,34304 ,32415 ,36477 ,36477 ,35363 ,39147 ,35671 ,41844 ,38510 ,46085 ,40386 ,61414 ,42245 ,92325 ,30500 ,88132 ,32967 ,51046 ,30670 ,43827 ,31682 ,39432 ,16307 ,29745 ,3051 ,10231 ,2 ,635 ,0 ,0 ,0 ,0 
Jan-19,4호선,412,창동,1883 ,80 ,16224 ,3022 ,39387 ,11463 ,108209 ,17633 ,96512 ,40811 ,61085 ,37867 ,47721 ,33731 ,46598 ,32722 ,50656 ,38733 ,49621 ,45288 ,45476 ,49149 ,46715 ,53344 ,48596 ,59032 ,52482 ,70304 ,56642 ,101898 ,31634 ,105573 ,23790 ,65882 ,22841 ,55843 ,20080 ,53084 ,10169 ,38524 ,1503 ,14120 ,0 ,46 ,0 ,0 ,0 ,0 
Jan-19,4호선,413,쌍문,83 ,3 ,22487 ,1169 ,54063 ,10506 ,141391 ,14429 ,160172 ,30376 ,92841 ,25019 ,64152 ,22233 ,54559 ,23699 ,54995 ,28586 ,50946 ,32226 ,44161 ,36929 ,40939 ,44979 ,42285 ,54365 ,46395 ,70680 ,45858 ,109271 ,29743 ,120095 ,20433 ,76126 ,16871 ,65630 ,13265 ,64944 ,6433 ,44934 ,1093 ,15216 ,1 ,3 ,0 ,0 ,0 ,0 
Jan-19,4호선,414,수유(강북구청),53 ,8 ,19753 ,3520 ,45976 ,11863 ,127573 ,19669 ,153213 ,59304 ,92611 ,43687 ,64239 ,35809 ,57708 ,37550 ,63262 ,42036 ,62463 ,47343 ,57134 ,51981 ,55870 ,60755 ,58554 ,70623 ,64188 ,86843 ,76258 ,137559 ,47407 ,139762 ,35115 ,86767 ,32097 ,77079 ,27047 ,72956 ,16502 ,48856 ,2564 ,14031 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,4호선,415,미아(서울사이버대학),33 ,1 ,9609 ,1807 ,20762 ,5826 ,54631 ,11814 ,66179 ,32645 ,40603 ,20883 ,28464 ,17809 ,25935 ,17605 ,29672 ,20623 ,29907 ,22124 ,26822 ,22542 ,25618 ,26767 ,26625 ,30505 ,28985 ,34935 ,32014 ,49925 ,19337 ,49564 ,13966 ,30344 ,12196 ,27277 ,9722 ,26436 ,3975 ,17179 ,575 ,4309 ,1 ,0 ,2 ,1 ,0 ,0 
Jan-19,4호선,416,미아사거리,30 ,2 ,12998 ,2478 ,33107 ,11883 ,92454 ,15592 ,112945 ,35617 ,66736 ,37651 ,47119 ,31499 ,44085 ,32558 ,46835 ,38208 ,48597 ,39655 ,45603 ,43415 ,47534 ,51490 ,51730 ,57009 ,52644 ,71001 ,53733 ,106035 ,39634 ,101197 ,40257 ,57233 ,25343 ,51293 ,19557 ,49573 ,10566 ,30311 ,1767 ,7132 ,3 ,2 ,0 ,1 ,0 ,0 
Jan-19,4호선,417,길음,10 ,0 ,8807 ,2019 ,28889 ,7770 ,88501 ,13658 ,102277 ,29713 ,55610 ,26329 ,37144 ,20382 ,33426 ,22081 ,35101 ,25370 ,34886 ,29991 ,32202 ,30351 ,31455 ,32615 ,34102 ,37788 ,38453 ,48307 ,38652 ,76373 ,24919 ,72576 ,17329 ,44827 ,13399 ,41928 ,11653 ,42955 ,4983 ,29694 ,804 ,6836 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,4호선,418,성신여대입구(돈암),51 ,13 ,5649 ,1867 ,18287 ,6378 ,52815 ,15067 ,67071 ,36486 ,42075 ,32555 ,32566 ,26868 ,32421 ,25362 ,37165 ,31919 ,38541 ,35799 ,37453 ,36394 ,39140 ,38627 ,42715 ,41861 ,50141 ,53553 ,55083 ,74601 ,36923 ,70037 ,31758 ,42250 ,33410 ,36691 ,31923 ,36523 ,15705 ,25093 ,2436 ,6692 ,0 ,14 ,3 ,4 ,0 ,0 
Jan-19,4호선,419,한성대입구(삼선교),40 ,2 ,7486 ,1117 ,13377 ,6826 ,33607 ,13203 ,47378 ,30230 ,31863 ,29034 ,23564 ,18387 ,23392 ,18192 ,26134 ,20137 ,27410 ,21905 ,25098 ,21267 ,25295 ,23704 ,27711 ,25516 ,33441 ,32011 ,36258 ,41632 ,20627 ,37989 ,15336 ,24046 ,15193 ,21778 ,12793 ,24200 ,6005 ,15569 ,950 ,9462 ,2 ,860 ,0 ,0 ,0 ,0 
Jan-19,4호선,420,혜화,23 ,0 ,4014 ,2393 ,8206 ,20510 ,17800 ,45378 ,27065 ,137687 ,28566 ,104774 ,36179 ,80329 ,43259 ,75218 ,50359 ,89478 ,57963 ,111553 ,65560 ,100594 ,83485 ,83802 ,102151 ,82602 ,128118 ,87799 ,152103 ,105180 ,94210 ,82702 ,88240 ,29397 ,111760 ,24490 ,117748 ,22803 ,45246 ,15003 ,6016 ,5798 ,1 ,1 ,0 ,0 ,0 ,0 
Jan-19,4호선,421,동대문,567 ,9 ,10729 ,2924 ,4584 ,13229 ,5662 ,38886 ,8718 ,89729 ,13927 ,81702 ,20446 ,67730 ,28534 ,62474 ,37684 ,55183 ,45694 ,58672 ,57999 ,52780 ,68742 ,45875 ,76542 ,36191 ,104826 ,28624 ,98485 ,24241 ,50060 ,30757 ,33414 ,21952 ,29652 ,14737 ,27948 ,9711 ,15419 ,8636 ,1812 ,2286 ,2 ,9 ,0 ,1 ,0 ,0 
Jan-19,4호선,422,동대문역사문화공원,402 ,5 ,11764 ,1630 ,6224 ,12721 ,7510 ,28902 ,12269 ,90901 ,14605 ,46909 ,16368 ,35950 ,19404 ,33667 ,24007 ,32793 ,28369 ,37554 ,35277 ,35561 ,44136 ,31831 ,49608 ,29603 ,66730 ,30211 ,104218 ,34506 ,63922 ,46677 ,46999 ,26744 ,45603 ,18480 ,41986 ,15050 ,24846 ,9998 ,3927 ,3121 ,0 ,8 ,0 ,0 ,0 ,0 
